"","SampleID","Group","Timepoint","Replicate","IsControl","ASV1","ASV2","ASV3","ASV4","ASV5","ASV6","ASV7","ASV8","ASV9","ASV10","ASV11","ASV12","ASV13","ASV14","ASV15","ASV16","ASV17","ASV18","ASV19","ASV21","ASV22","ASV23","ASV24","ASV25","ASV26","ASV27","ASV28","ASV29","ASV30","ASV31","ASV32","ASV33","ASV34","ASV35","ASV36","ASV37","ASV38","ASV39","ASV40","ASV41","ASV42","ASV43","ASV44","ASV45","ASV46","ASV47","ASV48","ASV49","ASV50","ASV51","ASV52","ASV53","ASV54","ASV55","ASV56","ASV57","ASV58","ASV59","ASV60","ASV61","ASV62","ASV63","ASV64","ASV65","ASV66","ASV68","ASV69","ASV70","ASV71","ASV72","ASV73","ASV74","ASV75","ASV76","ASV77","ASV78","ASV79","ASV80","ASV81","ASV82","ASV83","ASV84","ASV85","ASV86","ASV87","ASV88","ASV89","ASV90","ASV91","ASV92","ASV93","ASV94","ASV95","ASV96","ASV97","ASV98","ASV99","ASV101","ASV102","ASV103","ASV104","ASV105","ASV106","ASV107","ASV108","ASV109","ASV110","ASV111","ASV112","ASV113","ASV114","ASV115","ASV116","ASV117","ASV118","ASV119","ASV120","ASV121","ASV122","ASV123","ASV125","ASV126","ASV127","ASV128","ASV129","ASV130","ASV131","ASV132","ASV133","ASV134","ASV135","ASV136","ASV137","ASV138","ASV139","ASV140","ASV141","ASV142","ASV143","ASV144","ASV145","ASV146","ASV147","ASV148","ASV149","ASV150","ASV151","ASV152","ASV153","ASV154","ASV155","ASV156","ASV157","ASV158","ASV159","ASV160","ASV161","ASV162","ASV163","ASV164","ASV165","ASV166","ASV167","ASV168","ASV169","ASV170","ASV171","ASV172","ASV173","ASV174","ASV175","ASV176","ASV177","ASV178","ASV179","ASV180","ASV181","ASV182","ASV183","ASV184","ASV185","ASV186","ASV187","ASV188","ASV189","ASV190","ASV191","ASV192","ASV193","ASV194","ASV195","ASV196","ASV197","ASV198","ASV199","ASV200","ASV201","ASV202","ASV203","ASV204","ASV205","ASV206","ASV207","ASV208","ASV209","ASV210","ASV211","ASV212","ASV213","ASV214","ASV215","ASV216","ASV217","ASV218","ASV219","ASV220","ASV221","ASV222","ASV223","ASV224","ASV225","ASV226","ASV227","ASV228","ASV229","ASV230","ASV232","ASV233","ASV234","ASV235","ASV236","ASV237","ASV238","ASV239","ASV240","ASV241","ASV242","ASV243","ASV244","ASV245","ASV246","ASV247","ASV248","ASV249","ASV250","ASV251","ASV252","ASV253","ASV254","ASV255","ASV256","ASV257","ASV258","ASV259","ASV260","ASV261","ASV262","ASV263","ASV264","ASV265","ASV266","ASV267","ASV268","ASV269","ASV270","ASV271","ASV272","ASV273","ASV274","ASV275","ASV276","ASV277","ASV278","ASV279","ASV280","ASV281","ASV282","ASV283","ASV284","ASV285","ASV286","ASV287","ASV288","ASV289","ASV290","ASV291","ASV292","ASV293","ASV294","ASV295","ASV296","ASV297","ASV298","ASV299","ASV300","ASV301","ASV302","ASV303","ASV304","ASV305","ASV306","ASV307","ASV308","ASV309","ASV310","ASV311","ASV312","ASV313","ASV314","ASV315","ASV316","ASV317","ASV318","ASV319","ASV320","ASV321","ASV322","ASV323","ASV324","ASV325","ASV326","ASV327","ASV328","ASV329","ASV331","ASV332","ASV334","ASV335","ASV336","ASV337","ASV338","ASV339","ASV340","ASV341","ASV342","ASV343","ASV344","ASV345","ASV346","ASV347","ASV348","ASV349","ASV350","ASV351","ASV352","ASV353","ASV354","ASV355","ASV356","ASV357","ASV358","ASV359","ASV360","ASV361","ASV362","ASV363","ASV364","ASV365","ASV366","ASV367","ASV368","ASV369","ASV370","ASV371","ASV372","ASV373","ASV374","ASV375","ASV376","ASV377","ASV378","ASV379","ASV380","ASV381","ASV382","ASV383","ASV384","ASV385","ASV386","ASV387","ASV388","ASV389","ASV390","ASV391","ASV392","ASV393","ASV394","ASV395","ASV396","ASV397","ASV398","ASV399","ASV400","ASV401","ASV402","ASV403","ASV404","ASV405","ASV406","ASV407","ASV408","ASV409","ASV410","ASV411","ASV412","ASV413","ASV414","ASV415","ASV416","ASV417","ASV418","ASV419","ASV420","ASV421","ASV422","ASV423","ASV424","ASV425","ASV426","ASV427","ASV428","ASV429","ASV430","ASV431","ASV432","ASV433","ASV434","ASV435","ASV437","ASV438","ASV439","ASV440","ASV441","ASV442","ASV443","ASV444","ASV445","ASV446","ASV447","ASV448","ASV449","ASV450","ASV451","ASV452","ASV453","ASV454","ASV455","ASV456","ASV457","ASV458","ASV459","ASV460","ASV461","ASV462","ASV463","ASV465","ASV466","ASV467","ASV468","ASV469","ASV470","ASV471","ASV472","ASV473","ASV474","ASV475","ASV476","ASV477","ASV478","ASV479","ASV480","ASV481","ASV482","ASV483","ASV484","ASV485","ASV486","ASV487","ASV488","ASV489","ASV490","ASV491","ASV492","ASV493","ASV494","ASV495","ASV496","ASV497","ASV499","ASV501","ASV502","ASV503","ASV504","ASV506","ASV507","ASV508","ASV509","ASV510","ASV511","ASV512","ASV513","ASV514","ASV515","ASV516","ASV517","ASV518","ASV519","ASV520","ASV521","ASV522","ASV523","ASV524","ASV525","ASV526","ASV527","ASV528","ASV529","ASV530","ASV531","ASV532","ASV533","ASV534","ASV535","ASV536","ASV537","ASV538","ASV539","ASV540","ASV541","ASV542","ASV543","ASV544","ASV545","ASV546","ASV547","ASV548","ASV549","ASV550","ASV551","ASV552","ASV553","ASV554","ASV555","ASV556","ASV557","ASV558","ASV559","ASV560","ASV561","ASV562","ASV563","ASV564","ASV565","ASV566","ASV567","ASV568","ASV569","ASV570","ASV571","ASV572","ASV573","ASV574","ASV575","ASV576","ASV577","ASV578","ASV579","ASV580","ASV581","ASV582","ASV583","ASV584","ASV585","ASV586","ASV587","ASV588","ASV589","ASV590","ASV591","ASV592","ASV593","ASV594","ASV595","ASV596","ASV597","ASV598","ASV599","ASV600","ASV601","ASV602","ASV603","ASV604","ASV605","ASV606","ASV607","ASV608","ASV609","ASV610","ASV611","ASV612","ASV613","ASV614","ASV615","ASV616","ASV617","ASV618","ASV619","ASV620","ASV621","ASV622","ASV623","ASV624","ASV625","ASV626","ASV627","ASV628","ASV629","ASV630","ASV631","ASV632","ASV633","ASV634","ASV636","ASV637","ASV638","ASV639","ASV640","ASV641","ASV642","ASV643","ASV644","ASV645","ASV647","ASV648","ASV649","ASV650","ASV651","ASV652","ASV653","ASV654","ASV655","ASV656","ASV657","ASV658","ASV659","ASV660","ASV661","ASV662","ASV663","ASV664","ASV665","ASV666","ASV667","ASV668","ASV669","ASV670","ASV671","ASV672","ASV673","ASV674","ASV675","ASV676","ASV677","ASV678","ASV679","ASV680","ASV681","ASV682","ASV683","ASV684","ASV685","ASV686","ASV687","ASV688","ASV689","ASV690","ASV691","ASV692","ASV693","ASV694","ASV695","ASV696","ASV697","ASV698","ASV699","ASV700","ASV701","ASV702","ASV703","ASV704","ASV705","ASV706","ASV707","ASV708","ASV709","ASV710","ASV711","ASV712","ASV713","ASV714","ASV715","ASV716","ASV717","ASV719","ASV720","ASV721","ASV722","ASV723","ASV724","ASV725","ASV726","ASV727","ASV728","ASV729","ASV730","ASV731","ASV732","ASV733","ASV735","ASV736","ASV737","ASV738","ASV739","ASV740","ASV741","ASV742","ASV743","ASV744","ASV745","ASV746","ASV747","ASV748","ASV749","ASV750","ASV751","ASV752","ASV753","ASV754","ASV755","ASV756","ASV757","ASV759","ASV760","ASV761","ASV762","ASV763","ASV764","ASV765","ASV766","ASV767","ASV768","ASV769","ASV770","ASV771","ASV772","ASV773","ASV774","ASV775","ASV776","ASV777","ASV778","ASV779","ASV781","ASV782","ASV783","ASV784","ASV785","ASV786","ASV787","ASV788","ASV790","ASV791","ASV792","ASV793","ASV794","ASV795","ASV796","ASV797","ASV798","ASV799","ASV800","ASV801","ASV802","ASV803","ASV804","ASV805","ASV807","ASV809","ASV810","ASV811","ASV812","ASV813","ASV814","ASV815","ASV816","ASV817","ASV818","ASV819","ASV820","ASV821","ASV822","ASV823","ASV824","ASV825","ASV826","ASV827","ASV828","ASV829","ASV830","ASV832","ASV833","ASV834","ASV835","ASV836","ASV837","ASV838","ASV839","ASV840","ASV841","ASV842","ASV843","ASV844","ASV845","ASV846","ASV847","ASV848","ASV849","ASV850","ASV851","ASV852","ASV853","ASV854","ASV855","ASV856","ASV857","ASV859","ASV860","ASV861","ASV862","ASV863","ASV864","ASV865","ASV866","ASV867","ASV868","ASV869","ASV870","ASV871","ASV872","ASV873","ASV874","ASV875","ASV876","ASV877","ASV879","ASV880","ASV881","ASV882","ASV883","ASV884","ASV885","ASV886","ASV887","ASV888","ASV889","ASV891","ASV892","ASV893","ASV894","ASV895","ASV896","ASV897","ASV898","ASV899","ASV900","ASV901","ASV902","ASV903","ASV904","ASV906","ASV907","ASV908","ASV909","ASV910","ASV911","ASV912","ASV913","ASV914","ASV915","ASV916","ASV917","ASV918","ASV919","ASV920","ASV921","ASV922","ASV923","ASV924","ASV925","ASV926","ASV927","ASV928","ASV929","ASV931","ASV932","ASV934","ASV935","ASV936","ASV937","ASV939","ASV940","ASV941","ASV942","ASV943","ASV944","ASV945","ASV946","ASV947","ASV948","ASV949","ASV950","ASV952","ASV954","ASV955","ASV958","ASV959","ASV960","ASV961","ASV962","ASV963","ASV964","ASV965","ASV966","ASV967","ASV968","ASV969","ASV971","ASV973","ASV974","ASV975","ASV976","ASV977","ASV978","ASV979","ASV980","ASV981","ASV982","ASV983","ASV984","ASV985","ASV987","ASV988","ASV991","ASV992","ASV993","ASV995","ASV996","ASV997","ASV998","ASV999","ASV1000","ASV1001","ASV1002","ASV1003","ASV1004","ASV1007","ASV1008","ASV1009","ASV1010","ASV1011","ASV1012","ASV1013","ASV1014","ASV1015","ASV1016","ASV1017","ASV1018","ASV1019","ASV1020","ASV1021","ASV1022","ASV1023","ASV1024","ASV1025","ASV1026","ASV1027","ASV1029","ASV1030","ASV1031","ASV1032","ASV1033","ASV1035","ASV1036","ASV1037","ASV1038","ASV1041","ASV1042","ASV1043","ASV1044","ASV1045","ASV1048","ASV1049","ASV1050","ASV1051","ASV1052","ASV1053","ASV1054","ASV1055","ASV1056","ASV1057","ASV1058","ASV1059","ASV1060","ASV1061","ASV1062","ASV1063","ASV1064","ASV1065","ASV1066","ASV1068","ASV1069","ASV1070","ASV1072","ASV1073","ASV1074","ASV1075","ASV1076","ASV1077","ASV1078","ASV1080","ASV1081","ASV1082","ASV1083","ASV1084","ASV1085","ASV1086","ASV1088","ASV1090"
"Commercial_R1","Commercial_R1","Commercial",NA,1,FALSE,167,55,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,641,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,1092,0,0,0,0,0,0,0,0,0,641,0,0,0,0,732,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,346,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,97,0,0,0,0,145,0,0,260,0,171,0,0,0,0,0,0,0,0,0,0,0,0,231,124,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,206,72,0,143,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,89,186,0,0,183,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,150,150,0,0,143,0,0,0,140,0,0,0,0,137,0,0,0,27,0,0,0,0,0,0,0,129,0,0,110,127,126,0,0,0,0,0,0,121,0,119,0,118,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,106,0,105,105,0,0,0,103,0,0,0,0,0,0,0,0,0,98,0,0,97,0,0,0,0,95,42,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,85,85,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,67,67,67,0,0,0,0,0,0,0,0,0,0,0,64,64,0,0,0,0,63,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Commercial_R2","Commercial_R2","Commercial",NA,2,FALSE,100586,66759,89,368,0,1143,252,280,185,297,222,117,16,108,160,191,185,77,70,58,49,77,0,60,325,44,0,0,0,0,0,44,43,0,0,0,90,0,67,0,0,0,101,43,0,49,0,0,0,380,14,0,0,0,590,0,0,0,5,0,85,36,0,0,0,0,0,12,19,0,0,0,0,0,0,0,0,10,0,0,78,0,0,0,0,0,0,0,0,0,160,0,0,30,0,0,0,0,0,0,0,0,273,57,0,0,0,0,0,114,0,0,0,30,11,0,0,111,70,0,0,504,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,26,0,0,0,0,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,13,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,56,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,40,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,24,0,0,0,0,37,0,0,0,0,0,253,0,0,248,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,201,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Commercial_R3","Commercial_R3","Commercial",NA,3,FALSE,660,248,125,0,0,60,95,132,0,81,87,0,131,123,0,0,0,61,0,0,0,0,0,0,67,0,0,0,58,0,0,92,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,80,0,0,0,0,0,0,0,0,0,204,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,118,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,446,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,156,0,73,0,68,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,85,31,0,0,0,82,0,0,0,0,0,0,0,0,0,45,0,0,0,98,0,220,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,139,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,129,18,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,115,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,101,0,0,0,0,0,0,0,0,96,0,0,0,95,0,94,0,0,0,0,0,0,0,92,92,0,0,0,90,0,0,0,0,0,0,0,0,86,86,0,0,0,0,85,0,84,0,0,0,0,82,82,0,0,0,0,0,80,0,0,0,0,78,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,74,74,74,0,0,0,0,73,0,0,0,72,0,0,0,71,71,0,0,0,0,70,0,0,0,0,69,0,0,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,0,0,0,0,0,64,0,0,0,0,63,63,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,58,58,0,0,57,0,0,0,56,0,0,0,0,0,0,0,54,0,0,0,0,0,0,53,0,0,0,0,0,0,52,52,0,0,0,0,51,0,0,0,0,0,50,0,0,0,0,0,0,49,0,0,0,0,0,48,48,48,0,0,0,0,47,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,44,44,44,44,0,0,0,0,0,0,0,0,0,0,41,41,41,0,0,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,33,33,0,0,0,0,0,32,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Control_extraction","Control_extraction","Control",NA,NA,TRUE,58,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,49,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
